,1.1.1) Internet users,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
450,6.7,12.67,6188.0,99.98,88.01,20.0,2.0,1.0,67.0,4.7,18.0,8.42,2.619,155.34,3629.0,6136.0,2.0,2.0,1.0,1.0,1.0,72.0,19.9,1.0,70.8,4.0,3.0,1.0,1.0,38.0,54.0,22.0,18.0,52.6,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,11.7,43.7,29.37,18.0,2.3,3.1,54.0,5.3,0.4,18.0,15.0,8.0,21125.0
451,9.3,11.58,8152.0,99.92,92.08,62.0,2.0,1.0,71.8,12.29,21.9,3.87,36.624,142.42,3648.0,3591.0,2.0,3.0,1.0,1.0,1.0,88.0,37.0,1.0,70.8,4.1,3.0,1.0,2.0,60.0,52.0,22.0,18.0,69.1,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,12.0,43.7,34.1,19.0,2.2,3.1,54.0,5.3,0.3,20.0,19.0,9.0,21721.0
452,9.3,11.34,8850.0,99.92,93.37,89.0,2.0,1.0,69.35,37.19,23.0,4.66,35.103,136.51,3687.0,2694.0,1.0,3.0,1.0,1.0,2.0,86.0,37.0,1.0,70.8,4.3,3.0,1.0,2.0,38.0,50.0,40.0,32.0,52.6,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,12.3,43.7,34.72,41.3,2.1,3.2,55.0,5.3,0.5,21.8,15.0,8.0,21780.0
453,9.3,12.84,8850.0,99.92,96.6,96.6,2.0,1.0,76.0,43.5,3.3,3.393,35.103,136.51,5021.0,3018.0,4.0,3.0,1.0,1.0,3.0,92.0,30.9,1.0,73.2,4.4,3.0,1.0,2.0,58.0,54.0,38.0,40.0,56.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,12.6,43.7,34.72,41.3,2.1,3.4,56.0,5.3,0.5,21.8,15.0,10.0,7501.0
454,9.3,16.96,8850.0,99.94,98.9,98.9,2.0,1.0,76.0,47.7,18.3,2.752,35.103,136.51,5140.0,2866.0,4.0,3.0,1.0,1.0,3.0,72.0,30.9,1.0,73.2,4.4,3.0,2.0,2.0,66.0,54.0,48.0,38.0,70.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,13.0,43.7,34.72,60.7,2.0,3.2,53.0,5.3,0.5,21.8,15.0,8.0,8885.0
455,94.0,11.93,83581.0,99.42,97.0,85.0,1.0,1.0,99.8,97.6,36.5,0.559,0.594,2.01,3666.0,6253.0,2.0,1.0,1.0,2.0,3.0,96.0,52.2,2.0,94.7,9.6,2.0,2.0,1.0,44.0,44.2,36.0,14.0,47.7,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,31.8,45.9,99.9,80.0,2.3,1.9,52.0,6.2,0.7,69.6,85.0,89.0,6335557.0
456,92.3,17.02,117678.0,99.42,97.15,88.0,1.0,2.0,99.78,97.56,37.6,0.559,0.652,1.18,3647.0,5844.0,2.0,1.0,1.0,2.0,3.0,96.0,69.0,2.0,94.7,9.7,2.0,1.0,1.0,44.0,78.0,48.0,46.0,66.7,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,32.6,45.9,99.93,80.0,2.5,1.9,46.0,6.0,0.7,74.9,85.0,89.0,6397541.0
457,93.0,23.44,162864.0,99.42,98.0,90.0,2.0,2.0,99.78,97.56,65.1,0.559,1.261,1.28,3903.0,6779.0,2.0,2.0,2.0,2.0,3.0,76.9,69.0,2.0,95.3,9.7,2.0,1.0,2.0,57.7,44.2,28.8,42.3,47.7,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,33.4,45.9,100.0,80.0,2.4,1.9,49.0,6.1,0.7,94.2,85.0,85.0,6653291.0
458,94.5,35.89,248839.0,99.42,98.1,93.1,2.0,0.0,100.0,99.2,61.8,0.559,1.261,1.28,3975.0,5566.0,4.0,2.0,2.0,2.0,3.0,96.0,73.3,2.0,95.3,9.7,2.0,1.0,2.0,60.0,46.0,36.0,32.0,49.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,34.2,45.9,100.0,100.0,2.5,1.9,49.0,6.2,0.7,93.3,89.0,89.0,6821873.0
459,99.2,59.1,299866.0,99.99,98.86,94.2,2.0,0.0,99.8,97.5,44.6,0.596,1.261,1.28,4103.0,5384.0,4.0,2.0,2.0,2.0,3.0,94.0,73.3,2.0,95.3,9.7,3.0,2.0,2.0,54.0,48.0,36.0,14.0,60.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,35.0,45.9,100.0,100.0,2.4,1.9,53.0,6.2,0.8,95.7,94.0,94.0,6801949.0
460,15.7,4.35,6478.0,92.0,40.0,0.0,2.0,1.0,89.8,28.0,30.6,3.87,7.685,27.67,4034.0,10000.0,1.0,2.0,1.0,1.0,2.0,72.0,33.4,0.0,42.8,2.9,0.0,2.0,2.0,28.0,40.0,38.0,26.0,42.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,40.3,64.5,5.0,2.0,6.1,44.0,5.7,0.3,27.0,28.0,22.0,100611.0
461,19.9,6.2,7224.0,97.4,50.0,8.6,2.0,2.0,90.0,43.49,35.2,5.23,5.577,15.46,3913.0,10000.0,1.0,1.0,1.0,1.0,2.0,88.0,30.0,0.0,42.8,2.9,3.0,2.0,2.0,50.0,58.0,44.0,26.0,79.6,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,15.4,40.3,61.7,5.0,1.9,6.2,45.0,5.7,0.3,25.7,33.0,26.0,98353.0
462,24.2,9.36,6804.0,97.7,66.29,36.5,2.0,1.0,90.0,43.49,31.1,4.396,4.026,24.0,3913.0,9900.0,2.0,2.0,0.0,1.0,2.0,72.0,30.0,0.0,51.9,3.0,3.0,3.0,2.0,28.0,50.0,38.0,28.0,55.3,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,15.8,40.3,66.96,83.2,1.8,6.1,45.0,5.7,0.3,29.6,28.0,22.0,111795.0
463,6.6,16.84,6804.0,97.9,92.2,62.0,1.0,1.0,92.8,47.2,29.9,2.915,4.026,24.0,3926.0,9646.0,4.0,2.0,0.0,1.0,2.0,96.0,42.7,0.0,51.9,3.1,3.0,3.0,2.0,52.0,40.0,48.0,42.0,58.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,16.3,40.3,66.96,83.2,1.8,6.1,45.0,5.7,0.3,29.6,40.0,38.0,129820.0
464,6.6,21.21,6804.0,98.0,92.1,66.8,1.0,1.0,93.6,49.8,37.1,3.114,4.026,24.0,4076.0,9589.0,4.0,1.0,0.0,1.0,2.0,82.0,42.7,0.0,51.9,3.1,3.0,3.0,2.0,44.0,40.0,50.0,36.0,42.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,16.7,40.3,66.96,46.3,1.8,5.8,45.0,5.7,0.4,29.6,46.0,36.0,152047.0
465,4.0,5.42,12537.0,90.0,20.0,0.0,0.0,2.0,10.5,1.4,12.6,51.89,49.678,53.23,4848.0,5884.0,3.0,1.0,1.0,1.0,1.0,86.0,14.3,1.0,48.4,3.4,0.0,1.0,0.0,44.0,42.0,38.0,28.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.3,34.0,20.3,20.2,2.2,4.6,29.0,5.0,0.1,6.3,19.0,14.0,113806.0
466,10.7,6.5,12537.0,90.0,40.02,0.0,0.0,2.0,12.0,5.63,9.8,20.8,41.994,49.16,4672.0,5684.0,3.0,1.0,1.0,1.0,1.0,86.0,16.0,1.0,48.4,3.4,0.0,1.0,0.0,44.0,42.0,38.0,28.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.5,34.0,23.4,21.7,2.2,4.6,30.0,5.0,0.2,11.8,17.0,8.0,117213.0
467,13.8,6.33,12537.0,90.0,40.02,0.0,0.0,2.0,18.57,20.2,11.4,25.861,37.501,37.5,5699.0,5710.0,2.0,1.0,1.0,1.0,1.0,86.0,16.0,1.0,48.4,3.3,0.0,1.0,0.0,44.0,42.0,38.0,28.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.7,35.7,26.1,3.0,1.7,4.7,30.0,5.0,0.3,13.2,16.0,7.0,121841.0
468,13.8,9.03,12537.0,74.0,50.0,0.0,0.0,2.0,55.0,3.4,15.2,9.858,37.501,37.5,5070.0,5526.0,3.0,1.0,1.0,1.0,1.0,86.0,20.1,1.0,48.4,3.6,0.0,1.0,0.0,44.0,42.0,38.0,28.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.8,35.7,26.1,4.2,1.8,4.7,30.0,5.0,0.3,13.2,19.0,14.0,134404.0
469,13.8,10.18,12537.0,80.0,60.0,35.0,0.0,0.0,52.2,5.8,17.0,8.24,37.501,37.5,4805.0,5497.0,3.0,0.0,1.0,1.0,1.0,80.0,20.1,1.0,43.2,3.6,0.0,0.0,0.0,50.0,40.0,38.0,20.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,35.7,26.1,4.2,1.8,4.9,33.0,5.0,0.3,13.2,19.0,14.0,157308.0
470,88.2,103.44,769488.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,82.6,0.477,0.327,0.66,3721.0,2989.0,2.0,1.0,2.0,2.0,3.0,76.5,75.8,2.0,96.8,11.4,3.0,1.0,2.0,41.2,53.8,18.0,18.0,44.4,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,5.6,45.9,100.0,100.0,1.5,6.1,85.0,8.5,0.9,79.0,88.0,84.0,1486200.0
471,91.1,151.01,816819.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,85.2,0.477,0.326,0.49,3691.0,3018.0,2.0,1.0,2.0,2.0,3.0,88.5,90.0,2.0,97.0,11.5,3.0,2.0,2.0,53.8,65.4,30.8,23.1,68.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,5.6,45.9,100.0,100.0,1.5,6.4,84.0,8.4,0.9,84.5,88.0,84.0,1591900.0
472,91.1,166.07,954244.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,83.0,0.477,0.318,0.8,3703.0,3033.0,2.0,2.0,2.0,2.0,3.0,92.3,90.0,2.0,97.2,11.5,3.0,2.0,2.0,50.0,53.8,21.2,19.2,44.4,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,5.6,45.9,100.0,100.0,1.4,6.3,84.0,8.4,0.9,84.5,85.0,84.0,1475700.0
473,97.7,190.18,954244.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,70.4,0.477,0.318,0.8,3566.0,3182.0,4.0,1.0,2.0,2.0,3.0,88.0,95.1,2.0,97.3,11.5,3.0,2.0,2.0,52.0,66.0,18.0,18.0,49.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.7,45.9,100.0,100.0,1.3,6.4,85.0,8.5,0.9,88.2,88.0,86.0,1493600.0
474,98.4,203.51,954244.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,100.0,0.166,0.318,0.8,3461.0,3254.0,4.0,1.0,2.0,2.0,3.0,76.5,95.1,2.0,97.3,11.5,3.0,2.0,2.0,41.2,70.6,21.6,27.5,60.8,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,5.7,45.9,100.0,100.0,1.3,6.0,85.0,8.5,0.9,88.9,91.0,87.0,1498100.0
475,79.5,33.35,41438.0,100.0,93.0,75.0,2.0,2.0,99.99,100.0,59.3,1.805,0.752,1.13,3285.0,3302.0,4.0,3.0,2.0,2.0,2.0,82.0,68.2,2.0,99.6,12.5,1.0,0.0,2.0,36.0,26.0,14.0,16.0,74.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.4,25.2,100.0,89.1,2.0,7.3,51.0,6.9,0.6,77.6,81.0,71.0,1273812.0
476,80.5,37.99,52537.0,100.0,94.0,87.0,2.0,2.0,100.0,100.0,59.8,1.805,0.79,1.19,3169.0,3298.0,4.0,3.0,2.0,2.0,2.0,82.0,82.0,2.0,99.6,12.6,1.0,0.0,2.0,36.0,26.0,14.0,16.0,74.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.4,25.2,100.0,99.9,1.8,7.3,51.0,6.9,0.6,80.5,81.0,71.0,1336541.0
477,81.3,44.79,77699.0,100.0,95.0,92.0,2.0,2.0,100.0,100.0,56.8,1.805,0.815,1.22,3129.0,3296.0,4.0,3.0,2.0,2.0,2.0,82.0,82.0,2.0,99.6,12.6,1.0,0.0,2.0,36.0,26.0,14.0,16.0,74.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.5,25.2,100.0,99.9,1.8,7.2,50.0,6.9,0.7,81.6,79.0,74.0,1404751.0
478,80.8,57.08,96326.0,100.0,95.0,94.0,2.0,2.0,100.0,100.0,62.9,1.805,0.815,1.22,3107.0,3348.0,4.0,3.0,2.0,2.0,3.0,94.0,85.3,2.0,99.6,12.6,1.0,0.0,2.0,36.0,26.0,14.0,22.0,74.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.5,25.2,100.0,99.9,1.5,7.1,50.0,6.9,0.7,80.4,80.0,77.0,1507998.0
479,82.2,77.82,70446.0,100.0,97.0,97.0,2.0,2.0,100.0,100.0,67.0,0.317,0.815,1.22,3040.0,3330.0,4.0,3.0,2.0,2.0,2.0,82.0,85.3,2.0,99.6,12.6,3.0,0.0,2.0,36.0,52.0,26.0,16.0,74.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.5,25.2,100.0,99.9,1.6,7.2,50.0,6.9,0.8,82.9,81.0,79.0,1585092.0
480,50.0,11.36,15301.0,99.9,98.0,54.0,2.0,2.0,90.0,77.3,54.1,2.35,1.321,2.57,3497.0,3458.0,1.0,2.0,1.0,2.0,2.0,72.0,50.3,1.0,94.4,10.1,2.0,2.0,2.0,43.6,48.0,27.3,20.0,55.3,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,56.2,63.0,84.2,67.0,2.3,7.6,44.0,5.8,0.5,51.9,47.0,44.0,1409347.0
481,59.8,12.82,17354.0,99.6,98.0,73.0,2.0,2.0,86.96,82.8,55.4,2.5,1.119,4.01,3377.0,2119.0,1.0,3.0,1.0,2.0,2.0,78.2,54.0,1.0,94.4,10.2,2.0,3.0,2.0,43.6,34.5,27.3,20.0,73.2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,57.0,63.0,84.4,67.0,2.3,7.4,45.0,5.8,0.6,54.0,55.0,52.0,1150770.0
482,61.8,16.75,10468.0,99.97,98.61,77.62,2.0,2.0,84.2,84.2,55.0,2.301,1.248,2.74,3375.0,2158.0,1.0,2.0,1.0,2.0,3.0,72.0,54.0,1.0,87.0,10.2,3.0,3.0,2.0,50.0,48.0,30.0,32.0,55.3,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,57.8,63.0,91.23,61.6,2.3,7.2,43.0,5.9,0.7,56.2,48.0,47.0,1123189.0
483,61.8,22.09,10468.0,99.97,99.51,90.32,2.0,2.0,96.2,92.3,60.3,2.175,1.248,2.74,3160.0,3013.0,4.0,3.0,2.0,2.0,3.0,86.0,54.4,1.0,87.0,10.2,3.0,3.0,2.0,60.0,48.0,46.0,34.0,69.4,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,58.6,63.0,91.23,61.6,2.4,7.2,43.0,5.9,0.7,56.2,47.0,44.0,1107013.0
484,61.8,32.3,10468.0,99.97,99.66,94.41,2.0,2.0,95.3,92.4,59.9,1.453,1.248,2.74,3050.0,3300.0,4.0,2.0,2.0,2.0,3.0,90.4,54.4,1.0,87.0,10.2,3.0,3.0,2.0,48.1,42.3,32.7,28.8,57.7,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,59.3,63.0,91.23,61.6,2.3,7.2,44.0,6.0,0.7,56.2,60.0,45.0,1250356.0
485,98.8,73.24,45777.0,99.9,99.0,99.0,2.0,1.0,100.0,100.0,61.7,3.689,0.406,1.22,3744.0,2892.0,2.0,2.0,2.0,2.0,3.0,76.0,84.3,2.0,100.0,12.1,3.0,3.0,2.0,26.0,32.0,18.0,15.7,50.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,51.0,31.6,100.0,100.0,1.9,8.0,54.0,7.2,0.9,89.9,86.0,79.0,20024419.0
486,99.2,123.23,53107.0,99.9,99.9,99.9,2.0,2.0,100.0,100.0,61.9,3.689,0.388,1.4,3727.0,2857.0,2.0,2.0,2.0,2.0,3.0,94.0,95.5,2.0,100.0,12.2,3.0,0.0,2.0,26.0,38.0,18.0,20.0,52.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,51.1,31.6,100.0,100.0,1.8,7.9,53.0,7.3,0.9,92.8,86.0,79.0,20555683.0
487,99.5,126.08,69734.0,99.9,99.9,99.9,2.0,2.0,100.0,100.0,68.4,2.102,0.385,1.39,3685.0,2832.0,2.0,2.0,2.0,2.0,3.0,82.4,95.5,2.0,100.0,12.2,3.0,1.0,2.0,45.1,39.2,29.4,15.7,47.9,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,51.2,31.6,100.0,100.0,1.8,8.0,54.0,7.4,0.9,95.1,88.0,80.0,21195918.0
488,99.5,148.18,88300.0,99.9,99.9,99.9,2.0,2.0,100.0,100.0,70.3,1.874,0.385,1.39,3624.0,2821.0,4.0,0.0,2.0,2.0,3.0,86.0,89.4,2.0,100.0,12.2,3.0,1.0,2.0,34.0,32.0,28.0,24.0,50.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,51.2,31.6,100.0,100.0,1.9,8.0,57.0,7.4,0.9,96.0,90.0,85.0,21285858.0
489,99.7,147.65,88300.0,99.9,99.9,99.9,2.0,2.0,100.0,100.0,68.1,0.492,0.385,1.39,3590.0,2983.0,4.0,0.0,2.0,2.0,3.0,76.0,89.4,2.0,100.0,12.2,3.0,2.0,2.0,54.0,50.0,36.0,30.0,50.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,51.3,31.6,100.0,100.0,1.8,8.0,59.0,7.5,1.0,96.2,87.0,86.0,21906172.0
490,78.9,45.03,22600.0,99.8,99.4,91.3,2.0,2.0,100.0,100.0,89.7,0.388,0.609,1.13,2971.0,3330.0,2.0,1.0,2.0,2.0,3.0,88.0,75.0,2.0,98.1,9.7,2.0,3.0,2.0,46.0,40.0,20.0,18.0,63.1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,46.6,35.8,100.0,100.0,1.6,8.3,58.0,7.1,0.8,78.7,97.0,92.0,13542906.0
491,82.1,57.24,26884.0,99.8,99.6,91.3,2.0,2.0,100.0,100.0,88.9,0.388,0.627,1.16,2921.0,3161.0,2.0,1.0,2.0,2.0,3.0,94.0,80.0,2.0,98.3,9.8,3.0,3.0,2.0,46.0,44.0,32.0,22.0,63.1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,46.6,34.7,100.0,100.0,1.6,8.3,58.0,7.4,0.8,80.6,93.0,92.0,14112657.0
492,83.4,81.36,26859.0,99.8,99.7,96.2,2.0,2.0,100.0,100.0,71.2,0.388,0.75,1.2,2816.0,2980.0,2.0,1.0,2.0,2.0,3.0,92.0,80.0,2.0,98.3,9.8,3.0,3.0,2.0,60.0,52.0,20.0,20.0,63.3,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,46.7,34.7,100.0,100.0,1.7,8.1,57.0,7.4,0.8,84.6,89.0,88.0,14668212.0
493,86.4,110.45,26859.0,99.8,99.7,97.8,2.0,2.0,100.0,100.0,69.9,0.388,0.75,1.2,2710.0,2823.0,4.0,1.0,2.0,2.0,3.0,88.0,82.4,2.0,98.4,9.8,3.0,3.0,2.0,52.0,40.0,36.0,18.0,64.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,46.7,34.7,100.0,100.0,1.7,8.1,58.0,7.3,0.8,86.1,97.0,92.0,15176954.0
494,91.4,132.68,26859.0,99.8,99.7,99.4,2.0,2.0,100.0,100.0,78.8,0.28,0.75,1.2,2612.0,2664.0,4.0,2.0,2.0,2.0,3.0,90.2,82.4,2.0,98.4,9.8,3.0,3.0,2.0,66.7,49.0,33.3,29.4,76.5,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,46.8,34.7,100.0,100.0,1.7,8.2,62.0,7.3,0.9,90.7,97.0,89.0,15590305.0
495,18.1,13.56,40515.0,98.96,83.0,35.0,2.0,1.0,98.6,93.0,14.5,0.43,0.519,1.32,2471.0,6421.0,2.0,3.0,2.0,2.0,1.0,90.0,33.2,1.0,92.6,10.9,2.0,2.0,2.0,36.0,44.0,22.0,18.0,47.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,21.0,39.8,97.5,17.8,2.1,6.4,37.0,5.3,0.5,12.1,35.0,21.0,625917.0
496,21.1,17.64,44605.0,99.0,85.0,36.0,2.0,1.0,100.0,100.0,33.1,0.4,0.567,1.42,2546.0,5174.0,2.0,3.0,2.0,1.0,2.0,96.0,52.0,1.0,92.4,10.9,2.0,2.0,2.0,54.0,44.0,22.0,20.0,51.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,21.1,39.8,97.5,17.8,2.0,6.5,36.0,5.0,0.5,16.4,57.5,50.6,892184.0
497,24.4,21.52,23349.0,99.72,88.0,48.0,2.0,1.0,100.0,100.0,45.5,0.242,0.485,1.22,2555.0,5125.0,2.0,3.0,2.0,1.0,2.0,90.0,52.0,1.0,91.9,10.9,1.0,2.0,2.0,56.0,48.0,50.0,34.0,47.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,21.2,39.8,99.58,17.8,2.0,6.5,38.0,5.1,0.6,34.1,35.0,21.0,1220504.0
498,24.4,24.7,23349.0,99.0,86.0,80.0,2.0,1.0,100.0,100.0,39.7,0.232,0.485,1.22,3134.0,4972.0,4.0,3.0,2.0,1.0,2.0,100.0,49.6,1.0,91.9,11.1,3.0,2.0,0.0,64.0,56.0,48.0,50.0,75.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,21.3,39.8,99.58,17.8,2.0,6.2,38.0,5.1,0.6,34.1,45.0,30.0,1544313.0
499,24.4,27.37,23349.0,99.0,89.0,80.0,2.0,1.0,100.0,100.0,45.3,0.297,0.485,1.22,3334.0,4591.0,4.0,2.0,2.0,1.0,2.0,94.0,49.6,1.0,91.7,11.1,0.0,2.0,0.0,36.0,44.0,24.0,18.0,58.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,21.4,39.8,99.58,27.6,2.0,6.3,38.0,5.1,0.7,34.1,40.0,35.0,1544313.0
500,32.3,3.6,2230.0,89.45,45.73,0.0,0.0,0.0,62.5,21.2,0.0,2.6,6.482,2.88,3460.0,5003.0,2.0,0.0,1.0,1.0,1.0,72.0,12.4,0.0,58.6,3.6,1.0,0.0,2.0,46.0,52.0,24.0,22.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,39.8,34.2,53.05,4.0,3.3,2.4,12.0,3.6,0.3,26.6,16.9,11.0,28093.0
501,33.6,5.02,4108.0,89.7,45.9,30.0,0.0,1.0,71.01,31.42,0.0,4.41,6.679,8.83,3591.0,5006.0,2.0,0.0,1.0,1.0,2.0,94.0,15.0,0.0,58.6,3.6,1.0,0.0,2.0,46.0,60.0,34.0,30.0,52.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,40.8,34.2,56.5,4.0,3.2,2.4,14.0,3.6,0.3,14.1,16.9,11.0,26376.0
502,33.6,6.72,2094.0,89.7,45.99,35.0,0.0,0.0,71.01,31.42,0.0,0.606,12.242,13.6,3630.0,5004.0,2.0,1.0,1.0,1.0,2.0,72.0,15.0,0.0,58.6,3.7,1.0,1.0,2.0,46.0,52.0,42.0,24.0,65.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,41.8,34.2,59.78,4.0,3.2,2.1,16.0,3.6,0.2,30.9,16.9,11.0,30549.0
503,33.6,8.09,2094.0,90.0,46.6,35.0,0.0,0.0,72.5,33.3,26.9,0.752,12.242,13.6,3702.0,5035.0,4.0,0.0,2.0,1.0,2.0,92.0,25.6,0.0,60.7,3.7,1.0,0.0,2.0,52.0,56.0,26.0,22.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,42.8,34.2,59.78,4.0,2.9,2.1,16.0,3.6,0.2,30.9,16.9,11.0,31352.0
504,33.6,6.41,2094.0,90.9,55.5,35.0,0.0,0.0,71.0,34.5,16.0,1.121,12.242,13.6,3707.0,5044.0,4.0,0.0,2.0,1.0,2.0,82.0,25.6,0.0,60.7,3.7,1.0,1.0,2.0,52.0,52.0,24.0,32.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,43.8,34.2,59.78,4.0,3.0,2.7,16.0,3.6,0.3,30.9,16.9,11.0,31352.0
505,91.0,57.48,59900.0,99.99,99.99,99.99,2.0,2.0,100.0,100.0,74.8,0.238,0.242,0.9,2794.0,2331.0,2.0,3.0,2.0,2.0,2.0,82.0,81.4,2.0,100.0,12.4,3.0,2.0,2.0,44.0,52.0,36.0,14.0,50.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,9.8,29.6,100.0,100.0,1.5,9.5,89.0,8.3,0.8,90.6,89.0,85.0,3496240.0
506,92.0,74.78,68042.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,74.4,0.238,0.255,0.95,2798.0,2210.0,2.0,2.0,2.0,2.0,3.0,86.3,94.6,2.0,100.0,12.4,3.0,3.0,2.0,49.0,58.8,37.3,21.6,52.1,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,9.9,28.8,100.0,100.0,1.5,9.4,88.0,8.3,0.9,89.7,89.0,85.0,3679768.0
