,1.1.1) Internet users,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
336,22.4,24.94,22777.0,99.0,95.0,6.9,1.0,2.0,97.54,72.94,46.8,1.908,1.602,2.29,2987.0,2421.0,2.0,3.0,1.0,2.0,2.0,86.0,64.0,0.0,98.3,10.1,1.0,1.0,0.0,16.0,64.0,18.0,20.0,41.9,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.1,32.3,93.84,91.2,1.8,6.6,38.0,5.6,0.5,22.3,64.0,67.0,226147.0
337,23.0,26.07,22399.0,99.0,95.0,21.0,2.0,2.0,99.0,73.24,33.4,2.34,1.812,2.18,3022.0,2467.0,2.0,3.0,1.0,2.0,2.0,90.6,64.0,0.0,98.3,10.2,1.0,2.0,0.0,32.1,45.3,24.5,22.6,57.7,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.2,32.7,98.1,82.8,1.8,6.5,36.0,5.6,0.6,23.7,66.0,70.0,285093.0
338,43.3,30.15,13838.0,100.0,95.0,45.0,2.0,2.0,99.4,72.4,33.2,2.112,1.812,2.18,3076.0,2454.0,4.0,3.0,2.0,2.0,2.0,88.0,57.4,0.0,98.4,10.2,1.0,2.0,0.0,30.0,42.0,34.0,18.0,60.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.2,32.7,98.1,82.8,1.8,6.5,37.0,5.6,0.6,47.1,71.0,72.0,306150.0
339,43.3,34.44,38267.0,100.0,96.0,59.0,2.0,2.0,99.0,73.1,22.4,1.984,1.812,2.18,3192.0,2355.0,4.0,3.0,2.0,2.0,1.0,94.0,57.4,0.0,98.4,10.2,3.0,1.0,0.0,52.0,38.0,34.0,40.0,68.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.3,32.7,98.1,82.8,1.7,6.5,35.0,5.6,0.6,51.1,71.0,78.0,317317.0
340,66.5,7.38,17942.0,99.2,80.0,45.44,2.0,2.0,100.0,97.4,31.1,2.1,4.029,4.03,3525.0,10000.0,2.0,2.0,2.0,1.0,1.0,96.0,41.5,1.0,69.4,5.0,3.0,0.0,2.0,32.0,36.0,18.0,24.0,44.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,35.1,39.5,99.74,3.0,2.1,4.7,36.0,5.1,0.5,57.1,49.0,31.0,1147533.0
341,68.5,14.0,25161.0,99.6,95.0,68.0,2.0,2.0,100.0,97.4,34.2,2.21,4.206,4.21,3565.0,9900.0,2.0,2.0,2.0,1.0,1.0,90.0,43.0,1.0,69.4,5.4,3.0,2.0,2.0,32.0,36.0,18.0,24.0,66.7,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,35.6,39.5,100.0,3.0,2.0,4.8,37.0,4.8,0.5,58.3,49.0,31.0,1255428.0
342,70.2,14.24,49992.0,99.6,96.0,93.0,2.0,2.0,100.0,97.4,39.9,2.215,2.536,4.26,3520.0,9607.0,2.0,2.0,2.0,1.0,1.0,80.0,43.0,1.0,69.4,5.5,3.0,1.0,2.0,32.0,70.0,46.0,36.0,51.3,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,36.0,39.5,100.0,89.1,2.0,4.9,40.0,5.1,0.5,61.8,57.0,36.0,1378867.0
343,74.2,17.7,64601.0,99.7,98.0,96.0,2.0,2.0,100.0,98.0,39.9,2.016,2.536,4.26,3551.0,8970.0,4.0,2.0,2.0,2.0,1.0,96.0,43.4,2.0,73.8,5.5,2.0,1.0,2.0,48.0,36.0,42.0,26.0,59.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,36.5,39.5,100.0,89.1,2.1,5.0,43.0,5.0,0.5,64.8,61.0,49.0,1552599.0
344,80.8,18.37,72625.0,99.7,98.97,98.75,2.0,2.0,100.0,99.6,52.1,2.169,2.536,4.26,3536.0,8511.0,4.0,2.0,2.0,2.0,2.0,96.0,43.4,1.0,73.8,5.5,3.0,1.0,2.0,36.0,48.0,36.0,24.0,44.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,36.9,39.5,100.0,87.8,2.1,5.1,41.0,5.1,0.6,74.4,65.0,52.0,1751341.0
345,13.2,4.79,1523.0,78.0,40.0,0.0,0.0,0.0,66.3,26.5,36.6,6.85,11.467,30.48,3349.0,5884.0,2.0,2.0,1.0,1.0,1.0,76.0,21.6,0.0,56.0,3.1,1.0,2.0,1.0,58.0,36.0,18.0,4.0,52.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,27.8,54.0,27.72,26.8,2.0,4.6,31.0,4.9,0.2,16.9,18.0,10.0,42570.0
346,13.2,4.67,1221.0,80.0,75.0,0.0,0.0,0.0,57.45,14.74,34.4,9.43,5.745,23.34,3345.0,5684.0,2.0,2.0,1.0,1.0,1.0,82.0,27.8,0.0,56.0,3.3,1.0,0.0,2.0,58.0,44.0,18.0,4.0,81.3,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,28.6,54.0,29.27,26.8,2.0,4.0,27.0,4.9,0.2,17.5,28.1,18.2,46599.0
347,10.8,5.49,7917.0,80.0,80.0,0.0,0.0,0.0,56.88,12.2,15.4,7.206,6.425,26.1,3508.0,5710.0,2.0,3.0,0.0,1.0,1.0,76.0,27.8,0.0,60.7,3.5,1.0,2.0,2.0,58.0,56.0,40.0,28.0,71.7,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,29.5,54.0,31.1,10.8,2.1,4.0,25.0,4.9,0.3,20.8,18.0,10.0,61641.0
348,10.8,6.6,7917.0,85.0,82.0,33.0,1.0,0.0,57.0,13.3,12.9,6.821,6.425,26.1,3714.0,5526.0,4.0,3.0,0.0,1.0,1.0,88.0,21.7,0.0,60.7,3.5,2.0,0.0,2.0,46.0,36.0,34.0,16.0,58.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,30.4,54.0,31.1,10.8,2.2,3.9,23.0,4.9,0.3,20.8,21.0,21.0,70142.0
349,10.8,8.14,7917.0,85.0,82.0,40.0,1.0,0.0,57.0,22.1,18.4,6.294,6.425,26.1,3721.0,5497.0,4.0,0.0,0.0,1.0,1.0,84.0,21.7,0.0,60.7,3.5,2.0,1.0,2.0,48.0,60.0,44.0,20.0,52.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,31.3,54.0,31.1,10.8,2.1,3.7,26.0,4.9,0.4,20.8,30.0,19.0,70142.0
350,19.7,7.71,5361.0,95.0,79.3,0.0,0.0,2.0,59.5,18.3,13.0,5.9,6.922,17.34,3935.0,4744.0,2.0,0.0,2.0,2.0,2.0,86.5,12.0,0.0,75.6,4.9,2.0,2.0,2.0,54.0,42.3,26.0,28.8,27.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,30.0,55.6,45.2,2.3,4.1,22.0,5.4,0.2,21.7,41.0,31.0,32921.0
351,24.4,9.62,6200.0,94.83,90.45,9.19,0.0,2.0,78.5,43.45,30.5,1.47,5.181,16.87,3895.0,4585.0,2.0,1.0,2.0,2.0,2.0,96.0,23.0,0.0,75.6,4.9,2.0,0.0,2.0,54.0,72.0,26.0,36.0,54.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,53.4,30.7,69.81,45.2,2.2,4.2,28.0,5.4,0.2,25.1,41.0,31.0,89686.0
352,28.3,10.38,8938.0,90.45,90.45,29.52,0.0,2.0,78.54,45.62,33.7,0.664,1.503,12.21,3842.0,4229.0,2.0,1.0,2.0,2.0,3.0,86.5,23.0,0.0,75.6,5.0,2.0,1.0,2.0,55.8,42.3,30.8,28.8,51.9,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,53.7,30.7,66.26,5.0,2.3,3.8,30.0,5.4,0.3,23.6,42.0,32.0,111567.0
353,28.3,15.99,8938.0,95.15,94.15,75.0,2.0,2.0,82.1,25.8,38.6,0.601,1.503,12.21,3014.0,4119.0,4.0,1.0,2.0,2.0,2.0,100.0,26.8,0.0,75.6,5.0,3.0,2.0,2.0,68.0,54.0,40.0,56.0,27.1,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,54.0,30.7,66.26,5.0,2.4,3.8,29.0,5.4,0.3,23.6,47.0,37.0,129050.0
354,28.3,20.16,8938.0,95.15,94.15,75.0,2.0,2.0,76.1,39.1,37.8,0.778,1.503,12.21,2744.0,4251.0,4.0,1.0,2.0,2.0,3.0,94.0,26.8,0.0,75.6,5.0,3.0,2.0,2.0,58.0,52.0,28.0,32.0,44.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,54.4,30.7,66.26,5.9,2.4,3.6,29.0,5.4,0.4,23.6,62.0,41.0,129050.0
355,24.5,11.26,6755.0,100.0,50.0,37.0,0.0,0.0,50.4,17.0,52.3,3.49,3.894,6.2,8996.0,8444.0,2.0,2.0,1.0,1.0,2.0,84.0,21.6,0.0,88.3,6.8,3.0,1.0,0.0,48.0,44.0,28.0,10.0,44.4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,59.1,49.7,20.2,2.2,6.3,53.0,4.8,0.4,25.7,28.1,18.2,70408.0
356,29.5,10.03,6719.0,100.0,53.0,39.0,0.0,0.0,78.0,34.0,52.3,4.66,3.107,8.66,8784.0,7231.0,2.0,2.0,1.0,1.0,2.0,86.0,42.0,0.0,88.3,6.8,1.0,1.0,0.0,54.0,44.0,32.0,10.0,61.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.4,59.1,52.5,21.7,1.8,6.3,52.0,5.4,0.4,31.0,28.1,18.2,64343.0
357,34.6,10.47,13490.0,100.0,53.0,39.0,0.0,0.0,78.0,34.0,52.3,2.875,3.813,9.76,8528.0,7191.0,2.0,2.0,1.0,1.0,2.0,84.9,42.0,0.0,88.3,6.9,3.0,1.0,0.0,52.8,69.8,37.7,24.5,66.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.4,59.1,53.87,30.8,1.8,6.3,51.0,4.8,0.5,36.8,54.0,47.0,65779.0
358,34.6,12.32,13490.0,100.0,53.0,39.0,0.0,0.0,77.8,35.0,52.3,1.958,3.813,9.76,8362.0,7635.0,4.0,3.0,1.0,1.0,1.0,92.0,45.3,0.0,91.5,6.9,3.0,1.0,0.0,52.0,52.0,36.0,22.0,44.4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,59.1,53.87,30.8,1.9,6.3,53.0,4.8,0.5,36.8,64.0,55.0,61968.0
359,34.6,13.63,13490.0,100.0,69.0,39.0,0.0,0.0,78.1,35.8,43.2,2.372,3.813,9.76,8362.0,7394.0,4.0,0.0,1.0,1.0,0.0,84.0,45.3,0.0,91.5,6.9,3.0,0.0,0.0,48.0,50.0,28.0,18.0,52.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.5,59.1,53.87,30.8,1.9,6.4,52.0,4.8,0.6,36.8,49.0,50.0,63314.0
360,12.0,10.58,3369.0,82.0,50.0,0.0,1.0,0.0,97.0,71.8,2.4,4.6,11.839,10.06,4563.0,3807.0,2.0,0.0,2.0,1.0,1.0,76.4,19.9,0.0,64.7,3.3,2.0,0.0,0.0,76.4,67.3,32.7,29.1,59.2,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,27.3,32.8,90.7,6.5,2.0,4.8,27.0,5.5,0.2,17.6,33.0,16.0,302705.0
361,15.0,12.4,12668.0,91.97,54.1,15.47,1.0,0.0,97.0,71.68,20.5,4.41,9.013,9.73,4584.0,3213.0,2.0,0.0,2.0,1.0,1.0,92.0,35.0,0.0,64.7,4.1,3.0,4.0,0.0,52.0,74.0,38.0,30.0,64.8,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,27.6,32.8,92.41,6.5,2.1,4.9,29.0,5.5,0.3,19.7,37.0,16.0,224184.0
362,17.9,17.18,20966.0,92.47,54.1,15.47,2.0,0.0,98.92,88.73,0.7,7.373,10.546,4.01,4556.0,2588.0,2.0,0.0,2.0,1.0,3.0,76.4,35.0,0.0,64.7,4.1,3.0,2.0,2.0,76.4,67.3,32.7,29.1,59.2,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,28.1,32.8,93.92,6.5,2.1,5.2,31.0,5.5,0.5,21.4,33.0,17.0,503206.0
363,17.9,19.44,20966.0,92.47,54.1,15.47,2.0,0.0,94.1,94.5,23.9,6.345,10.546,4.01,4612.0,2535.0,4.0,0.0,2.0,1.0,3.0,76.4,35.4,0.0,64.7,4.9,3.0,2.0,2.0,76.4,67.3,32.7,29.1,59.2,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,28.6,32.8,93.92,6.5,2.0,5.2,31.0,5.5,0.5,21.4,38.0,26.0,791961.0
364,17.9,21.16,20966.0,92.47,54.1,15.47,2.0,2.0,93.6,93.3,16.8,2.467,10.546,4.01,4513.0,2341.0,4.0,0.0,1.0,1.0,3.0,94.1,35.4,0.0,67.9,4.9,3.0,2.0,2.0,58.8,49.0,45.1,37.3,62.7,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,29.1,32.8,93.92,6.5,2.0,5.3,34.0,5.5,0.5,21.4,35.0,22.0,791961.0
365,90.9,55.13,109418.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,64.0,0.621,0.307,0.87,3540.0,3673.0,2.0,2.0,2.0,2.0,2.0,72.0,79.5,2.0,100.0,12.1,3.0,3.0,2.0,30.0,56.0,24.0,18.0,48.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,17.0,28.2,100.0,99.2,1.5,8.9,84.0,8.2,0.9,91.7,94.0,92.0,7029097.0
366,92.2,65.64,117241.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,62.9,0.621,0.566,0.99,3502.0,3658.0,2.0,2.0,2.0,2.0,2.0,80.0,95.9,2.0,100.0,12.2,3.0,3.0,2.0,40.0,56.0,24.0,18.0,60.4,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,17.1,28.5,100.0,99.2,1.5,8.8,83.0,8.1,0.9,90.4,94.0,91.0,7222770.0
367,96.2,81.96,119772.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,63.1,0.621,0.717,1.0,3418.0,3798.0,2.0,1.0,2.0,2.0,3.0,76.0,95.9,2.0,100.0,12.2,3.0,4.0,2.0,36.0,48.0,28.0,22.0,48.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,17.2,28.5,100.0,100.0,1.6,8.9,82.0,8.1,0.9,93.2,97.0,90.0,7289580.0
368,94.9,93.47,119772.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,68.3,0.621,0.717,1.0,3585.0,3720.0,4.0,0.0,2.0,2.0,3.0,92.0,96.4,2.0,100.0,12.2,3.0,3.0,2.0,30.0,60.0,24.0,18.0,64.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,17.3,28.5,100.0,100.0,1.5,8.9,82.0,8.1,0.9,92.6,95.0,92.0,7406700.0
369,96.2,110.71,119772.0,100.0,99.0,99.0,2.0,2.0,100.0,100.0,76.4,0.248,0.717,1.0,3533.0,3668.0,4.0,2.0,2.0,2.0,3.0,72.0,96.4,2.0,100.0,12.2,3.0,3.0,2.0,42.0,56.0,28.0,24.0,54.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,17.3,28.5,100.0,100.0,1.5,9.0,82.0,8.1,0.9,93.3,96.0,92.0,7459000.0
370,82.8,37.86,63374.0,98.0,98.0,88.0,2.0,2.0,99.99,100.0,86.0,0.727,0.639,1.34,3495.0,3095.0,4.0,3.0,2.0,2.0,3.0,80.0,82.9,2.0,100.0,12.4,3.0,3.0,2.0,44.0,54.0,24.0,8.0,60.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.7,36.2,100.0,63.1,2.0,9.3,91.0,8.2,0.9,88.2,93.0,92.0,1450900.0
371,85.7,57.7,94613.0,98.0,98.0,90.0,2.0,2.0,100.0,100.0,87.9,0.727,0.657,1.8,3495.0,2868.0,4.0,3.0,2.0,2.0,3.0,80.0,93.0,2.0,100.0,12.6,3.0,3.0,2.0,44.0,54.0,24.0,8.0,60.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.8,36.2,100.0,65.6,2.0,9.3,90.0,8.2,0.9,88.5,93.0,95.0,1530500.0
372,87.8,71.02,166278.0,98.0,98.0,94.0,2.0,2.0,100.0,100.0,84.0,0.727,0.692,1.9,3535.0,2779.0,4.0,3.0,2.0,2.0,3.0,80.0,93.0,2.0,100.0,12.7,3.0,3.0,2.0,44.0,54.0,24.0,8.0,60.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.9,36.2,100.0,67.6,2.0,9.3,89.0,8.2,0.9,90.8,93.0,94.0,1583000.0
373,87.8,89.98,166278.0,98.0,98.0,97.0,2.0,2.0,100.0,100.0,80.8,0.727,0.692,1.9,3494.0,2620.0,4.0,3.0,2.0,2.0,3.0,98.0,91.7,2.0,100.0,12.7,3.0,3.0,2.0,70.0,54.0,30.0,14.0,70.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.9,36.2,100.0,92.2,1.2,9.3,87.0,8.1,0.9,90.8,93.0,92.0,1647000.0
374,87.8,111.6,166278.0,98.0,98.0,97.0,2.0,2.0,100.0,100.0,93.8,0.43,0.692,1.9,3477.0,2524.0,4.0,3.0,2.0,2.0,3.0,80.0,91.7,2.0,100.0,12.7,3.0,3.0,2.0,44.0,64.0,24.0,8.0,60.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,36.2,100.0,92.2,1.2,9.3,87.0,8.1,0.9,90.8,95.0,93.0,1647000.0
375,14.0,5.3,23998.0,89.0,75.0,4.0,2.0,0.0,92.3,53.9,40.7,8.12,7.539,17.34,4920.0,4531.0,4.0,2.0,2.0,1.0,1.0,90.0,20.7,0.0,82.6,6.5,2.0,0.0,2.0,56.0,36.0,20.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.3,46.2,85.36,42.4,2.3,5.3,27.0,5.5,0.3,19.7,40.0,30.0,116308.0
376,16.2,5.62,29336.0,90.0,80.0,40.0,2.0,0.0,96.1,69.68,38.1,9.07,8.28,16.55,4928.0,5064.0,4.0,2.0,2.0,1.0,1.0,90.0,23.0,0.0,82.6,6.7,2.0,0.0,2.0,56.0,36.0,20.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.4,46.2,86.8,51.2,2.2,4.8,26.0,5.5,0.4,24.6,40.0,30.0,177024.0
377,18.6,6.61,28105.0,91.0,85.0,42.0,2.0,0.0,96.56,80.83,38.6,5.181,7.679,15.78,4951.0,5095.0,4.0,2.0,2.0,1.0,1.0,90.0,23.0,0.0,82.6,6.8,2.0,0.0,2.0,56.0,36.0,20.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,46.2,88.08,53.1,2.1,4.7,26.0,5.5,0.4,27.9,48.0,44.0,210124.0
378,18.6,8.45,28105.0,91.0,85.0,42.0,2.0,0.0,100.0,95.3,28.4,5.39,7.679,15.78,5238.0,4309.0,4.0,2.0,2.0,1.0,1.0,92.0,25.2,0.0,82.6,6.8,2.0,0.0,2.0,56.0,36.0,20.0,22.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.5,46.2,88.08,27.8,2.3,3.6,25.0,5.5,0.4,27.9,50.0,43.0,192413.0
379,18.6,14.6,28105.0,92.0,85.0,42.0,2.0,0.0,100.0,92.3,34.0,5.727,7.679,15.78,4722.0,4323.0,4.0,2.0,2.0,2.0,1.0,90.0,25.2,0.0,82.6,6.8,3.0,0.0,2.0,64.0,44.0,26.0,34.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.6,46.2,88.08,27.8,2.6,3.5,22.0,5.5,0.5,27.9,55.0,46.0,216618.0
380,2.6,2.87,6790.0,80.0,10.0,0.0,0.0,0.0,61.8,3.9,0.0,62.563,3.902,116.08,3833.0,9437.0,2.0,0.0,0.0,1.0,1.0,78.0,6.5,1.0,19.1,1.4,0.0,2.0,1.0,38.0,50.0,34.0,38.0,52.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,20.8,34.3,17.49,5.2,2.2,3.9,34.0,4.8,0.1,2.5,9.0,3.0,27188.0
381,3.1,2.53,5823.0,89.0,22.0,0.0,0.0,0.0,54.34,0.37,0.0,62.563,16.189,120.4,3535.0,9399.0,2.0,0.0,0.0,1.0,1.0,84.2,3.0,1.0,19.1,1.9,0.0,2.0,1.0,45.8,50.2,35.4,25.1,63.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,21.6,34.3,18.18,5.2,2.2,4.0,35.0,4.8,0.1,4.3,11.0,4.0,7707.0
382,15.6,3.69,3350.0,92.0,24.0,0.0,0.0,0.0,68.17,1.28,0.0,11.601,8.414,105.18,3403.0,9306.0,2.0,0.0,1.0,1.0,1.0,78.0,3.0,1.0,19.1,1.7,3.0,2.0,1.0,38.0,50.0,34.0,38.0,52.3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,22.4,34.3,17.6,4.6,2.4,3.8,33.0,4.8,0.1,10.2,9.0,3.0,8650.0
383,9.8,7.12,3350.0,92.0,24.0,0.0,0.0,0.0,71.5,1.4,0.0,10.817,8.414,105.18,3082.0,9159.0,2.0,0.0,1.0,1.0,1.0,78.0,5.4,1.0,19.1,2.0,3.0,2.0,1.0,38.0,50.0,34.0,38.0,52.3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.3,34.3,17.6,6.7,2.4,3.8,34.0,4.8,0.1,5.3,21.0,7.0,8650.0
384,9.8,7.92,3350.0,92.0,24.0,0.0,0.0,0.0,71.4,2.2,0.0,7.319,8.414,105.18,3021.0,9014.0,2.0,0.0,0.0,1.0,2.0,88.0,5.4,1.0,35.0,2.0,3.0,0.0,2.0,38.0,56.0,26.0,30.0,54.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24.2,34.3,17.6,6.7,2.6,3.3,32.0,4.8,0.2,5.3,15.0,9.0,8650.0
385,12.5,7.96,751.0,92.1,40.0,8.64,2.0,2.0,55.0,36.5,36.1,1.57,7.578,13.64,2790.0,2493.0,2.0,1.0,1.0,2.0,1.0,86.2,30.4,1.0,59.6,6.2,2.0,0.0,0.0,25.0,42.3,30.8,29.3,66.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,186.0,43.0,59.3,26.0,2.9,4.6,26.0,4.2,0.3,36.0,33.0,19.0,15688.0
386,15.2,8.96,3205.0,92.7,54.0,8.64,2.0,2.0,86.0,34.09,38.2,1.59,1.917,15.14,2863.0,2533.0,2.0,1.0,1.0,2.0,1.0,88.4,46.0,1.0,59.6,6.3,2.0,2.0,0.0,53.8,50.0,46.1,32.7,74.5,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,190.9,43.0,54.4,26.0,2.8,4.5,28.0,4.3,0.3,25.7,37.0,23.0,107931.0
387,7.5,9.94,12678.0,92.7,54.0,8.64,2.0,2.0,79.8,40.17,24.4,1.581,1.869,14.76,2819.0,2694.0,2.0,2.0,2.0,2.0,2.0,86.2,46.0,1.0,59.6,6.5,1.0,2.0,0.0,55.2,58.6,41.4,29.3,70.6,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,195.9,43.0,56.5,18.0,2.9,4.4,27.0,4.2,0.4,7.5,35.0,19.0,110834.0
388,7.5,11.16,12678.0,94.33,75.48,22.34,2.0,2.0,85.8,33.9,21.5,1.7,1.869,14.76,2861.0,2963.0,4.0,2.0,2.0,1.0,1.0,94.0,53.2,1.0,62.0,6.5,3.0,0.0,2.0,58.0,60.0,36.0,32.0,66.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,201.0,43.0,56.5,18.0,2.8,4.4,27.0,4.1,0.4,7.5,41.0,32.0,73965.0
389,7.5,11.45,12678.0,89.8,74.2,37.8,2.0,2.0,91.4,30.4,47.5,1.606,1.869,14.76,3000.0,3030.0,4.0,2.0,2.0,2.0,2.0,86.5,53.2,2.0,62.0,6.5,3.0,2.0,2.0,25.0,42.3,30.8,50.0,78.8,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,206.1,43.0,56.5,18.0,2.9,4.1,26.0,4.0,0.4,7.5,33.0,22.0,73965.0
390,84.0,15.78,58759.0,99.0,95.0,86.0,2.0,2.0,99.9,92.9,52.1,0.831,0.877,1.23,5144.0,5727.0,2.0,1.0,2.0,2.0,3.0,72.0,48.8,2.0,93.0,9.5,3.0,1.0,2.0,34.0,42.0,32.0,4.0,48.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,4.4,34.4,100.0,87.0,2.0,3.0,45.0,6.4,0.6,73.5,72.1,67.3,233234.0
391,86.1,13.32,57792.0,99.01,96.01,88.77,2.0,2.0,99.9,92.85,53.5,0.831,0.986,2.96,5112.0,5525.0,2.0,1.0,2.0,2.0,3.0,92.0,60.0,2.0,94.9,9.7,3.0,2.0,2.0,40.0,42.0,28.0,4.0,67.4,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,4.6,34.4,100.0,87.0,2.0,3.0,45.0,6.4,0.6,76.8,72.1,67.3,284647.0
392,88.6,18.01,74087.0,99.1,99.0,92.1,2.0,2.0,99.9,92.85,45.9,0.831,1.113,3.34,5087.0,5097.0,2.0,2.0,2.0,2.0,3.0,76.0,60.0,2.0,95.6,9.7,3.0,2.0,2.0,34.0,42.0,32.0,36.0,56.8,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,4.6,34.4,100.0,87.0,2.0,3.0,44.0,6.4,0.7,80.2,72.1,67.3,348926.0
