,1.1.4) Gender gap in internet access,1.2.2) Average fixed broadband download speed,1.2.7) Bandwidth capacity,1.3.1) Network coverage (min. 2G),1.3.2) Network coverage (min. 3G),1.3.3) Network coverage (min. 4G),1.3.5) Government initiatives to make Wi-Fi available,1.3.6) Private sector initiatives to make Wi-Fi available,1.4.1) Urban electricity access,1.4.2) Rural electricity access,2.1.1) Smartphone cost (handset),2.1.2) Mobile phone cost (prepaid tariff),2.1.3) Mobile phone cost (postpaid tariff),2.1.4) Fixed-line monthly broadband cost,2.2.2) Wireless operators' market share,2.2.3) Broadband operators' market share,3.1.1) Availability of local news in local languages,3.1.2) Concentration of websites using country-level domains,3.1.3) Availability of e-Government services in the local language,3.2.1) e-Finance content,3.2.3) e-Health content,3.2.5) e-Entertainment usage,3.2.6) e-Commerce content,3.2.8) Open data policies,4.1.1) Level of literacy,4.1.2) Educational attainment,4.1.3) Support for digital literacy,4.1.4) Level of web accessibility,4.2.1) Privacy regulations,4.2.2) Trust in online privacy,4.2.3) Trust in Government websites and apps,4.2.4) Trust in Non-government websites and apps,4.2.5) Trust in information from social media,4.2.6) e-Commerce safety,4.3.1.1) Comprehensive female e-inclusion plan,4.3.1.2) Female digital skills training plan,4.3.1.3) Female STEM education plan,4.3.2) Government e-inclusion strategy,4.3.3) National broadband strategy,4.3.4) Funding for broadband buildout,4.3.5) Technology-neutrality policy for spectrum use,4.3.6) National digital identification system,BG2) Population,BG5) GINI coefficient,BG7) Total electricity access,BG9) Percentage of schools with Internet access,BG10) Global Peace Index,BG11) Democracy Index,BG12) Corruption Perceptions Index,BG13) EIU Business Environment Rankings,BG14) UN E-Government Development Index,BG17) Internet access gender gap,BG18) Mobile phone access gender gap,BG19) Internet users (percent of population),BG20) Male internet users,BG21) Female internet users,BG24) Total fixed line broadband subscribers
76,38.2,9.85,18810.0,99.0,80.0,50.0,0.0,1.0,97.0,49.8,26.5,1.95,2.105,12.63,3573.0,4630.0,2.0,2.0,1.0,2.0,0.0,98.0,29.0,0.0,80.5,4.7,3.0,1.0,0.0,56.0,46.0,30.0,14.0,54.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,16.0,37.9,89.07,6.6,2.1,4.3,21.0,5.8,0.3,13.0,11.0,32.4,2.125,1.3125,6102.5625
77,29.4,13.7,32931.0,99.0,83.9,57.5,2.0,1.0,97.0,49.8,30.0,1.951,1.951,11.71,3449.0,4956.0,2.0,2.0,1.0,2.0,2.0,72.0,29.0,0.0,80.5,4.8,3.0,1.0,0.0,36.0,34.0,30.0,14.0,43.2,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,16.2,37.9,91.55,6.6,2.1,3.6,21.0,5.8,0.4,10.0,13.0,32.9,2.0987654320987654,1.4814814814814816,8248.95061728395
78,32.0,17.86,47752.0,99.0,85.1,80.3,2.0,1.0,100.0,63.6,31.5,1.739,1.951,11.71,3425.0,5261.0,4.0,2.0,1.0,1.0,1.0,96.0,30.8,0.0,80.5,4.8,3.0,1.0,0.0,76.0,44.0,32.0,22.0,52.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,16.5,37.9,91.55,6.6,2.0,3.6,20.0,5.8,0.4,16.0,12.0,40.5,3.0303030303030303,2.0606060606060606,10072.727272727272
79,21.2,22.67,47752.0,99.0,85.1,80.3,1.0,1.0,100.0,66.9,36.8,1.6,1.951,11.71,3361.0,5410.0,4.0,2.0,1.0,1.0,2.0,86.0,30.8,0.0,80.5,4.8,3.0,1.0,0.0,62.0,46.0,34.0,34.0,52.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,16.7,37.9,91.55,6.6,2.0,3.5,20.0,5.8,0.5,11.0,12.0,40.5,3.1137724550898205,2.4550898203592815,11040.65868263473
81,45.2,9.35,2752.0,82.82,65.0,0.76,2.0,0.0,94.18,21.02,27.8,6.35,5.865,21.85,3803.0,3835.0,2.0,1.0,1.0,2.0,2.0,88.0,35.0,0.0,71.3,6.1,3.0,0.0,0.0,14.0,52.0,44.0,22.0,38.4,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,24.6,46.6,61.34,6.7,2.4,3.5,26.0,5.0,0.3,14.0,8.0,23.2,1.2601626016260161,0.6910569105691057,1868.861788617886
82,22.6,9.55,2681.0,84.76,69.28,65.94,2.0,0.0,95.9,19.47,43.4,3.071,6.154,22.92,3314.0,3925.0,2.0,1.0,1.0,2.0,2.0,80.0,35.0,0.0,71.3,6.3,3.0,1.0,0.0,30.0,60.0,48.0,46.0,35.5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,25.2,46.6,62.66,23.1,2.5,3.6,25.0,5.0,0.4,7.0,9.0,23.2,1.2301587301587302,0.9523809523809524,665.2777777777778
83,8.3,8.63,2681.0,95.81,77.33,65.48,1.0,0.0,99.0,33.3,45.6,2.854,6.154,22.92,3683.0,4053.0,3.0,1.0,1.0,2.0,1.0,86.0,32.0,0.0,77.1,6.3,2.0,1.0,0.0,50.0,50.0,34.0,30.0,59.2,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,25.9,46.6,62.66,23.1,2.6,3.3,25.0,5.0,0.4,3.0,-2.0,23.2,1.38996138996139,1.2741312741312742,647.2972972972973
84,11.4,8.55,2681.0,96.3,77.33,65.48,1.0,0.0,98.3,32.2,38.0,2.049,6.154,22.92,3712.0,4274.0,3.0,1.0,1.0,2.0,1.0,68.6,32.0,0.0,77.1,6.3,2.0,1.0,0.0,43.1,37.3,39.2,9.8,37.3,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,26.6,46.6,62.66,23.1,2.6,2.8,25.0,5.0,0.4,5.0,6.0,23.2,1.6541353383458646,1.4661654135338344,7515.4887218045105
86,0.0,55.63,66332.0,99.4,99.4,98.5,2.0,2.0,100.0,100.0,71.5,0.953,1.05,1.52,2721.0,1390.0,2.0,1.0,2.0,2.0,3.0,83.4,92.0,2.0,100.0,13.3,2.0,1.0,2.0,40.7,53.7,22.2,13.0,65.3,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,36.7,33.8,100.0,97.0,1.4,9.2,82.0,8.2,0.8,0.0,7.0,91.2,2.4523160762942777,2.4523160762942777,364754.65940054494
87,1.1,74.07,73419.0,99.4,99.4,99.0,2.0,2.0,100.0,100.0,74.4,0.953,1.094,0.73,2769.0,1466.0,2.0,1.0,2.0,2.0,3.0,92.2,92.0,2.0,100.0,13.3,2.0,1.0,2.0,52.9,43.1,23.5,19.6,52.1,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,37.1,33.8,100.0,97.0,1.4,9.2,82.0,8.2,0.8,1.0,0.0,92.7,2.479784366576819,2.452830188679245,375304.71698113205
88,4.2,109.64,73419.0,99.5,99.5,99.3,2.0,2.0,100.0,100.0,75.7,0.953,1.094,0.73,2712.0,1474.0,4.0,1.0,2.0,2.0,2.0,94.0,91.8,2.0,100.0,13.3,3.0,2.0,2.0,56.0,54.0,28.0,18.0,82.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,37.4,33.8,100.0,97.0,1.3,9.2,81.0,8.2,0.8,4.0,7.0,92.7,2.5401069518716577,2.4331550802139037,386246.14973262034
89,2.1,128.02,73419.0,99.7,99.5,99.5,2.0,2.0,100.0,100.0,84.3,0.638,1.094,0.73,2668.0,1448.0,4.0,1.0,2.0,2.0,2.0,91.2,91.8,2.0,100.0,13.3,3.0,2.0,2.0,45.6,52.6,24.6,22.8,59.6,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,37.7,33.8,100.0,97.0,1.3,9.2,77.0,8.3,0.8,2.0,6.0,92.7,2.5198938992042437,2.46684350132626,394746.8965517241
91,-2.9,29.67,110218.0,96.0,95.0,79.0,2.0,2.0,100.0,100.0,74.6,2.569,1.313,2.52,2960.0,2910.0,2.0,3.0,2.0,2.0,3.0,86.0,64.0,2.0,96.9,10.3,3.0,3.0,2.0,46.0,62.0,44.0,42.0,70.8,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,18.5,44.4,100.0,78.0,1.6,7.8,66.0,7.5,0.7,-2.0,2.0,83.6,3.72972972972973,3.8378378378378377,157004.32432432432
92,-2.9,43.05,127751.0,96.0,95.0,88.0,2.0,2.0,100.0,100.0,65.6,2.569,1.392,2.93,2789.0,2875.0,2.0,2.0,2.0,2.0,3.0,88.5,64.0,2.0,96.4,10.4,3.0,2.0,2.0,59.6,51.9,40.4,26.9,73.1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,18.7,44.4,100.0,78.0,1.6,7.8,67.0,7.5,0.7,-2.0,-1.0,82.3,3.7433155080213907,3.8502673796791447,163764.2780748663
93,1.4,66.32,127751.0,99.0,95.0,88.0,2.0,2.0,100.0,100.0,71.1,2.569,1.392,2.93,2630.0,2610.0,4.0,3.0,2.0,2.0,3.0,98.0,67.0,2.0,96.4,10.4,3.0,2.0,2.0,68.0,54.0,42.0,32.0,54.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,19.0,44.4,100.0,78.0,1.6,8.0,67.0,7.6,0.7,1.0,-1.0,82.3,3.8947368421052633,3.8421052631578947,171088.31578947368
94,3.7,101.62,127751.0,99.0,95.0,88.0,2.0,2.0,100.0,100.0,66.0,0.735,1.392,2.93,2570.0,2469.0,4.0,3.0,2.0,2.0,3.0,90.2,67.0,2.0,96.4,10.4,3.0,3.0,2.0,62.7,29.4,37.3,29.4,62.7,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,19.1,44.4,100.0,78.0,1.8,8.1,67.0,7.6,0.8,3.0,0.0,82.3,4.2408376963350785,4.0837696335078535,179544.76439790573
96,4.5,49.77,14645.0,99.5,98.0,97.0,2.0,0.0,100.0,100.0,58.4,2.68,1.092,2.32,4722.0,3023.0,2.0,2.0,2.0,2.0,2.0,90.2,60.0,2.0,99.8,7.8,3.0,1.0,2.0,76.5,78.4,45.1,29.4,70.6,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1379.0,38.5,100.0,72.3,2.2,3.1,40.0,5.6,0.6,3.0,3.0,53.2,0.047860768672951415,0.04568527918781726,233935.46047860768
97,3.0,71.95,27722.0,99.5,98.0,98.0,2.0,0.0,100.0,100.0,59.2,1.357,1.016,2.15,4534.0,3106.0,2.0,2.0,2.0,2.0,2.0,84.0,60.0,2.0,99.8,7.8,3.0,1.0,2.0,56.0,60.0,34.0,34.0,70.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1385.0,38.5,100.0,98.0,2.2,3.1,41.0,5.7,0.7,2.0,3.0,54.3,0.047653429602888084,0.046209386281588445,284613.71841155237
98,-7.9,86.02,27722.0,99.9,99.4,99.4,2.0,0.0,100.0,100.0,50.9,0.706,1.016,2.15,4329.0,3194.0,4.0,3.0,2.0,2.0,2.0,96.0,68.8,2.0,96.8,7.9,3.0,1.0,2.0,84.0,78.0,42.0,22.0,88.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1390.0,38.5,100.0,98.0,2.1,3.3,39.0,5.8,0.7,-5.0,-1.0,54.3,0.045323741007194246,0.04892086330935252,293080.5755395683
99,-7.5,112.5,27722.0,99.9,99.9,99.9,2.0,0.0,100.0,100.0,63.7,0.344,1.016,2.15,4339.0,3256.0,4.0,3.0,2.0,2.0,2.0,84.9,68.8,2.0,96.8,7.9,3.0,1.0,2.0,60.4,75.5,47.2,39.6,71.7,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1395.0,38.5,100.0,98.4,2.2,2.3,41.0,5.8,0.8,-5.0,0.0,54.3,0.04802867383512545,0.05161290322580645,322063.79928315413
101,11.1,9.78,156960.0,100.0,100.0,92.0,2.0,2.0,100.0,86.95,53.8,2.91,2.215,3.52,3758.0,2407.0,1.0,1.0,2.0,2.0,3.0,96.0,55.0,2.0,94.7,8.3,3.0,0.0,2.0,70.0,80.0,62.0,14.0,80.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,48.9,49.7,98.5,70.7,2.8,6.7,37.0,5.8,0.6,7.0,2.0,58.1,1.2883435582822087,1.1451942740286298,120919.591002045
102,0.0,13.34,157599.0,100.0,100.0,96.0,2.0,2.0,100.0,84.66,69.5,2.577,2.476,3.97,3580.0,2282.0,2.0,1.0,2.0,2.0,3.0,90.0,55.0,2.0,94.7,8.3,3.0,2.0,2.0,56.0,58.0,42.0,28.0,57.8,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,49.7,50.4,99.94,69.9,2.7,6.7,37.0,5.9,0.7,0.0,1.0,62.3,1.2072434607645874,1.2072434607645874,127384.94969818913
103,18.3,20.44,157987.0,100.0,100.0,98.0,2.0,0.0,99.2,85.5,53.9,1.796,2.476,3.97,3555.0,2307.0,4.0,2.0,2.0,2.0,2.0,88.0,60.5,2.0,95.1,8.3,3.0,2.0,2.0,62.0,46.0,30.0,20.0,62.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,50.3,50.4,99.94,69.9,2.7,7.0,36.0,5.9,0.7,11.0,2.0,64.1,1.1928429423459246,0.974155069582505,132774.21471172964
104,4.5,31.13,181588.0,100.0,100.0,98.0,2.0,0.0,99.5,85.6,54.8,1.936,2.476,3.97,3678.0,2487.0,4.0,2.0,2.0,2.0,2.0,92.3,60.5,2.0,95.1,8.3,3.0,2.0,2.0,59.6,48.1,30.8,32.7,55.8,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,50.9,50.4,99.94,69.9,2.6,7.1,37.0,6.0,0.7,3.0,2.0,65.0,1.3163064833005895,1.2573673870333988,136539.33202357564
106,56.0,3.99,715.0,50.0,20.0,0.0,0.0,0.0,47.52,0.36,8.6,54.333,0.051,1084.75,2778.0,5684.0,2.0,1.0,1.0,2.0,1.0,90.0,16.0,1.0,77.0,6.1,1.0,0.0,1.0,74.0,60.0,50.0,38.0,77.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.4,42.1,18.23,29.0,3.1,1.9,21.0,3.9,0.2,14.0,21.0,6.2,0.3071253071253071,0.13513513513513511,12.285012285012284
107,42.3,5.4,499.0,50.0,40.0,0.0,0.0,0.0,49.11,0.36,14.4,54.333,0.036,1084.75,2819.0,5710.0,2.0,1.0,1.0,1.0,1.0,74.0,16.0,1.0,77.0,6.1,2.0,1.0,1.0,34.0,58.0,38.0,22.0,59.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.1,42.1,18.98,9.2,3.3,1.6,21.0,4.8,0.3,11.0,19.0,8.6,0.3091557669441142,0.17835909631391203,11.890606420927469
108,42.3,7.89,499.0,52.0,50.0,0.0,0.0,0.0,50.7,0.5,9.9,54.333,0.036,1084.75,2829.0,5526.0,3.0,1.0,1.0,1.0,1.0,96.0,13.8,1.0,77.0,6.8,2.0,1.0,1.0,40.0,50.0,38.0,32.0,44.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,86.8,42.1,18.98,9.2,3.3,1.5,20.0,3.9,0.3,11.0,19.0,8.6,0.2995391705069125,0.1728110599078341,53.225806451612904
109,42.3,6.52,499.0,54.0,54.0,0.0,0.0,0.0,50.7,0.5,11.3,19.864,0.036,1084.75,2849.0,5497.0,3.0,2.0,0.0,1.0,1.0,80.8,13.8,1.0,77.0,6.8,2.0,0.0,1.0,55.8,46.2,32.7,32.7,51.9,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,89.6,42.1,18.98,9.2,3.2,1.1,18.0,3.9,0.3,11.0,19.0,8.6,0.29017857142857145,0.1674107142857143,51.5625
112,5.0,10.53,54385.0,97.3,97.3,82.2,0.0,0.0,100.0,96.88,61.5,0.715,0.474,1.86,3924.0,2298.0,2.0,2.0,2.0,1.0,3.0,76.0,62.0,1.0,97.6,8.7,3.0,2.0,2.0,58.0,38.0,42.0,44.0,67.4,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,48.0,100.0,50.8,1.8,7.9,59.0,6.5,0.7,4.0,2.0,71.6,16.0,15.2,148808.2
113,3.8,20.3,113450.0,97.31,97.31,86.54,0.0,0.0,100.0,97.2,57.0,0.704,0.474,1.86,4002.0,2399.0,4.0,2.0,2.0,1.0,3.0,76.0,64.1,1.0,97.6,8.7,3.0,2.0,2.0,58.0,38.0,42.0,44.0,67.4,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,48.0,100.0,70.0,1.7,8.1,56.0,6.5,0.7,3.0,1.0,73.5,15.6,15.0,166956.8
114,-3.7,33.57,211858.0,97.7,97.7,93.8,2.0,2.0,100.0,97.0,58.8,0.706,0.474,1.86,4003.0,2159.0,4.0,2.0,2.0,2.0,2.0,96.0,64.1,1.0,97.9,8.7,3.0,3.0,2.0,52.0,36.0,32.0,18.0,66.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.1,48.0,100.0,70.0,1.7,8.1,56.0,6.5,0.8,-3.0,0.0,81.2,15.686274509803923,16.27450980392157,177202.9411764706
116,45.8,6.81,4018.0,95.0,56.25,34.0,2.0,2.0,88.0,31.5,38.0,7.01,16.991,20.39,3514.0,7806.0,2.0,1.0,1.0,1.0,1.0,94.0,35.0,2.0,43.9,5.1,0.0,0.0,2.0,28.0,36.0,26.0,24.0,68.4,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,24.4,41.5,65.6,21.6,2.3,3.8,34.0,5.4,0.2,11.0,18.0,41.2,0.9836065573770493,0.5327868852459017,5589.344262295082
117,37.5,11.28,5872.0,95.7,67.0,47.0,2.0,1.0,88.0,31.5,57.0,5.471,15.69,19.3,3458.0,9606.0,2.0,1.0,1.0,1.0,1.0,76.0,35.0,2.0,43.9,5.2,0.0,1.0,2.0,42.0,70.0,42.0,30.0,53.2,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,25.1,41.5,66.99,13.5,2.2,3.9,36.0,5.4,0.3,12.0,13.0,43.8,1.2749003984063745,0.796812749003984,5690.239043824701
118,34.1,14.89,8832.0,97.12,70.0,55.0,2.0,1.0,99.5,31.7,35.4,5.106,15.69,19.3,3400.0,9782.0,3.0,2.0,1.0,1.0,1.0,94.0,31.3,2.0,47.2,5.2,0.0,1.0,2.0,56.0,44.0,34.0,36.0,48.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,25.7,41.5,66.99,13.5,2.2,4.2,35.0,5.4,0.3,15.0,6.0,37.5,1.7120622568093387,1.1284046692607004,6845.058365758755
119,24.1,19.39,9418.0,97.54,94.19,58.51,2.0,1.0,100.0,50.8,33.9,3.074,15.69,19.3,3439.0,7614.0,3.0,1.0,1.0,1.0,2.0,90.0,31.3,2.0,47.2,5.2,0.0,1.0,2.0,34.0,38.0,36.0,26.0,52.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,26.4,41.5,66.99,13.5,2.2,4.1,35.0,5.4,0.4,13.0,6.0,36.5,2.0454545454545454,1.5530303030303032,8209.204545454546
123,9.0,31.33,137694.0,100.0,99.4,98.5,2.0,0.0,100.0,100.0,51.1,0.798,1.132,1.45,3697.0,3701.0,4.0,3.0,2.0,2.0,3.0,100.0,84.3,2.0,99.3,11.4,3.0,1.0,2.0,28.0,30.0,30.0,28.0,59.2,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,4.1,30.4,100.0,86.5,1.6,6.6,48.0,6.0,0.7,7.0,10.0,75.3,19.02439024390244,17.31707317073171,275188.5365853659
124,10.7,37.17,171346.0,100.0,99.84,99.44,2.0,0.0,100.0,100.0,51.5,0.267,1.132,1.45,3666.0,4424.0,4.0,3.0,2.0,2.0,3.0,86.0,84.3,2.0,99.3,11.4,3.0,1.0,2.0,52.0,36.0,16.0,20.0,66.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,4.1,30.4,100.0,86.5,1.6,6.6,47.0,6.0,0.8,9.0,3.0,79.1,20.48780487804878,18.29268292682927,281651.9512195122
128,-13.8,6.89,1104.0,85.3,67.0,0.0,1.0,0.0,100.0,100.0,49.8,2.613,3.086,28.88,10000.0,10000.0,4.0,2.0,1.0,1.0,2.0,94.0,49.8,0.0,99.7,11.8,3.0,0.0,0.0,60.9,45.1,34.9,28.4,59.1,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,11.3,46.3,100.0,29.2,2.1,3.0,47.0,3.9,0.4,-4.8,2.2,62.7,3.0884955752212386,3.5132743362831858,8746.725663716814
129,-13.8,4.87,2126.0,85.48,68.0,22.38,1.0,0.0,100.0,100.0,53.2,1.427,3.086,28.88,10000.0,10000.0,4.0,0.0,1.0,1.0,2.0,92.3,49.8,0.0,99.7,11.8,3.0,0.0,0.0,55.4,42.4,29.1,26.1,54.6,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,11.3,46.3,100.0,56.6,2.1,2.8,48.0,3.8,0.4,-4.8,2.8,61.8,3.0884955752212386,3.5132743362831858,16170.973451327432
132,3.7,40.98,59213.0,99.8,99.8,99.8,2.0,2.0,100.0,100.0,61.9,1.27,0.997,1.43,3448.0,2864.0,2.0,3.0,1.0,1.0,2.0,92.0,84.0,2.0,99.8,12.3,3.0,4.0,2.0,24.0,36.0,24.0,18.0,56.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,10.7,24.9,100.0,83.6,1.4,7.6,57.0,7.4,0.7,3.0,-2.0,78.7,7.663551401869159,7.3831775700934585,294027.19626168226
133,5.1,51.58,59213.0,99.8,99.8,99.8,2.0,2.0,99.97,100.0,70.3,1.27,0.997,1.43,3439.0,2067.0,4.0,3.0,1.0,1.0,2.0,92.0,85.3,2.0,99.8,12.7,3.0,4.0,2.0,24.0,36.0,24.0,18.0,56.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,10.7,24.9,100.0,83.6,1.3,7.7,59.0,7.4,0.7,4.0,2.0,80.7,7.3831775700934585,7.009345794392524,301199.5327102804
134,6.3,61.75,59213.0,99.8,99.8,99.8,2.0,2.0,99.95,100.0,74.7,0.374,0.997,1.43,3436.0,1953.0,4.0,3.0,1.0,1.0,3.0,94.0,85.3,2.0,99.8,12.7,3.0,2.0,2.0,46.0,36.0,18.0,22.0,74.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,10.7,24.9,100.0,83.6,1.3,7.7,56.0,7.3,0.8,5.3,2.0,80.9,7.3831775700934585,7.009345794392524,335028.0373831776
136,2.1,62.35,81254.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,77.2,0.991,0.15,0.73,2842.0,3597.0,2.0,3.0,2.0,2.0,3.0,88.0,93.0,2.0,100.0,12.6,3.0,0.0,2.0,20.0,46.0,26.0,14.0,57.2,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,5.7,28.7,100.0,100.0,1.3,9.2,90.0,8.3,0.9,2.0,1.0,97.0,16.666666666666668,16.31578947368421,431825.08771929826
137,3.1,77.0,87136.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,77.3,0.928,0.385,0.81,2877.0,3534.0,2.0,3.0,2.0,2.0,3.0,84.0,93.0,2.0,100.0,12.6,3.0,2.0,2.0,38.0,52.0,24.0,22.0,72.9,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,5.8,28.7,100.0,100.0,1.4,9.2,88.0,8.3,0.9,3.0,0.0,97.1,16.551724137931036,16.03448275862069,433081.2068965517
138,4.1,97.18,87136.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,73.5,0.884,0.385,0.81,2921.0,3470.0,4.0,3.0,2.0,2.0,3.0,86.0,94.2,2.0,100.0,12.6,3.0,2.0,2.0,42.0,58.0,30.0,22.0,54.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.8,28.7,100.0,100.0,1.3,9.2,88.0,8.2,0.9,4.0,1.0,97.3,16.724137931034484,16.03448275862069,437224.8275862069
139,2.0,135.82,87136.0,100.0,100.0,100.0,2.0,2.0,100.0,100.0,66.0,0.525,0.385,0.81,2893.0,3445.0,4.0,3.0,2.0,2.0,3.0,86.3,94.2,2.0,100.0,12.6,3.0,2.0,2.0,37.3,35.3,23.5,15.7,54.9,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,5.8,28.7,100.0,100.0,1.3,9.2,87.0,8.2,1.0,2.0,0.0,98.0,16.896551724137932,16.551724137931036,437328.9655172414
142,-3.4,15.13,47982.0,99.52,99.15,90.43,2.0,2.0,98.5,91.4,60.9,1.431,1.826,3.93,4564.0,5115.0,2.0,1.0,2.0,1.0,2.0,88.0,42.0,2.0,92.5,7.7,3.0,2.0,2.0,56.0,52.0,40.0,34.0,56.1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,10.6,43.7,100.0,30.7,2.1,6.7,29.0,5.5,0.6,-2.0,1.0,67.6,5.566037735849057,5.754716981132075,74194.15094339623
143,4.8,22.76,49566.0,99.56,99.23,93.72,2.0,2.0,98.5,93.0,51.4,1.286,1.826,3.93,4673.0,4814.0,4.0,1.0,2.0,1.0,2.0,94.0,60.4,2.0,92.5,7.9,3.0,2.0,2.0,54.0,48.0,38.0,34.0,66.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,10.7,43.7,100.0,30.7,2.0,6.5,30.0,5.3,0.6,3.0,4.0,74.8,5.794392523364486,5.514018691588785,74279.2523364486
144,4.1,24.5,49566.0,99.5,99.46,95.35,2.0,0.0,98.2,93.8,58.4,1.123,1.826,3.93,4800.0,4672.0,4.0,2.0,1.0,1.0,1.0,94.0,60.4,2.0,93.8,7.9,3.0,2.0,2.0,58.0,56.0,32.0,26.0,68.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,10.8,43.7,100.0,30.7,2.0,6.5,28.0,5.3,0.7,3.0,4.0,74.8,6.851851851851851,6.5740740740740735,82025.83333333333
147,22.4,11.84,45426.0,97.08,92.34,58.75,2.0,2.0,99.0,94.32,53.2,2.037,3.44,4.79,4058.0,3147.0,2.0,2.0,2.0,2.0,3.0,90.7,41.0,2.0,94.4,8.3,3.0,3.0,0.0,66.7,64.8,44.4,33.3,63.8,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,17.0,45.4,100.0,45.2,2.0,6.0,32.0,4.7,0.6,13.0,9.0,54.1,3.411764705882353,2.6470588235294117,99046.05882352941
148,18.8,17.3,45426.0,95.38,93.04,70.87,2.0,0.0,99.6,92.8,37.8,1.961,3.44,4.79,3910.0,2736.0,4.0,2.0,2.0,2.0,3.0,90.7,39.9,2.0,94.4,9.0,3.0,3.0,0.0,66.7,64.8,44.4,33.3,63.8,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,17.3,45.4,100.0,71.0,2.0,6.3,34.0,4.8,0.6,12.0,8.0,54.1,3.699421965317919,3.005780346820809,112925.26011560693
149,0.0,23.49,45426.0,95.5,94.28,83.07,2.0,0.0,99.2,93.2,51.8,2.303,3.44,4.79,3944.0,2329.0,4.0,1.0,2.0,2.0,3.0,90.0,39.9,2.0,92.8,9.0,3.0,3.0,0.0,48.0,28.0,26.0,26.0,38.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,17.5,45.4,100.0,71.0,2.1,6.3,38.0,5.0,0.7,0.0,2.0,54.1,4.114285714285714,4.114285714285714,119569.02857142857
151,54.9,4.81,14885.0,99.8,98.71,0.0,1.0,2.0,99.9,99.72,64.5,0.33,0.865,1.73,3478.0,5866.0,2.0,0.0,2.0,2.0,2.0,92.0,29.0,1.0,75.2,7.2,1.0,3.0,0.0,52.0,60.0,44.0,46.0,52.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,95.2,31.5,100.0,49.9,2.6,3.3,34.0,4.7,0.5,28.0,17.0,41.2,0.5357142857142857,0.2415966386554622,46945.0
